;대한민국국제포토페스티벌 2020;1;서울특별시 서초구 남부순환로 2406;(서초동);127.0107150202;37.4785261578;;http://tong.visitkorea.or.kr/cms/resource/50/2654450_image2_1.jpg;Y;20200517;20200523;0;0;0;fe
;대한민국와인축제 2020;33;충청북도 영동군 영동읍 계산리 640-4;;127.7752158075;36.1737316602;;http://tong.visitkorea.or.kr/cms/resource/93/2598593_image2_1.jpg;Y;20200924;20200927;0;0;0;fe
;더스테이힐링파크 썸캉스페스티벌 2020;31;경기도 가평군 설악면 한서로268번길 134;;127.5224076923;37.6610364848;;http://tong.visitkorea.or.kr/cms/resource/82/2660882_image2_1.jpg;Y;20200701;20200831;0;0;0;fe
;더스테이힐링파크 피크닉페스티벌 2020;31;경기도 가평군 설악면 한서로268번길 134;;127.5224076923;37.6610364848;;http://tong.visitkorea.or.kr/cms/resource/41/2653741_image2_1.JPG;Y;20200501;20200630;0;0;0;fe
;덕수궁 석조전 음악회 2020;1;서울특별시 중구 세종대로 99;(정동);126.9748047119;37.5657876002;;http://tong.visitkorea.or.kr/cms/resource/98/495198_image2_1.jpg;Y;20200527;20201125;0;0;0;fe
;덕수궁 왕궁수문장교대의식;1;서울특별시 중구 세종대로 99;(정동);126.9761046145;37.5650460435;;http://tong.visitkorea.or.kr/cms/resource/24/495224_image2_1.jpg;Y;20200101;20201231;0;0;0;fe
;덕수궁 풍류 2020;1;서울특별시 중구 세종대로 99;(정동);126.9749158128;37.5658042673;;http://tong.visitkorea.or.kr/cms/resource/08/1965908_image2_1.jpg;Y;20200605;20201003;0;0;0;fe
;도솔산지구 전투전승행사 2020;32;강원도 양구군 양구읍 박수근로 366-24;(양구읍);127.9830220431;38.1042324178;;http://tong.visitkorea.or.kr/cms/resource/06/172106_image2_1.jpg;Y;20200619;20200619;0;0;0;fe
;동래읍성 역사축제 2020;6;부산광역시 동래구 문화로 80;(명륜동);129.0901347694;35.2121421097;;http://tong.visitkorea.or.kr/cms/resource/60/2612860_image2_1.JPG;Y;20201009;20201011;0;0;0;fe
;동아시아 문화도시 2020;38;전라남도 순천시 국가정원1호길 47;(오천동);126.7000664030;37.4476825423;;http://tong.visitkorea.or.kr/cms/resource/80/2542880_image2_1.PNG;Y;20200501;20200501;0;0;0;fe
;동편제마을 국악 거리축제 2020;37;전라북도 남원시 운봉읍 비전길 7;;127.5626871293;35.4575258703;;http://tong.visitkorea.or.kr/cms/resource/88/2598388_image2_1.jpg;Y;20200904;20200906;0;0;0;fe
;딸기송어축제 2020;31;경기도 양평군 단월면 곱다니길 55-2;;127.6573663730;37.5144948588;;http://tong.visitkorea.or.kr/cms/resource/79/1988379_image2_1.JPG;Y;20191206;20200607;0;0;0;fe
;땅끝 해넘이해맞이축제 2020;38;전라남도 해남군 송지면 땅끝마을길 42;;126.5275070462;34.2997663859;;;Y;20191231;20200101;0;0;0;fe
;랩배틀그라운드 2020;32;강원도 철원군 동송읍 금학로210번길 12-3;;127.2201164918;38.2077505366;;http://tong.visitkorea.or.kr/cms/resource/67/2656567_image2_1.jpg;Y;20200919;20200919;0;0;0;fe
